"id","t","jp","pid","s","kid","kt","i","st","mi","nc","ju","mj","ut"
"1616","CHIEW CHAN YEW","BUSINESSMAN","3","L","21700","parlimen","null","KLH","2018-04-28T11:21:53.173Z","2","20054","7022","523"
"504","CHA KEE CHIN","","37","L","13000","parlimen","null","MNG","2018-04-28T11:37:43.573Z","4","61806","46867","303"
"319","HALIZA BINTI ABDULLAH","","1","P","15000","parlimen","null","KLH","2018-04-28T12:55:24.110Z","3","28035","17894","1097"
"860","MERI @ MOKHTAR CHE KASSIM","AHLI PERNIAGAAN","37","L","00206","dun","null","KLH","2018-04-28T13:00:53.737Z","2","3139","847","198"
"1097","CHEW SEH YONG","TIADA","37","L","12811","dun","null","MNG","2018-04-28T12:48:25.583Z","3","13647","11782","152"
"1593","MUARIFFIDIN BIN ABDUL MALEK","BERNIAGA SENDIRI","94","L","18748","dun","null","HD","2018-04-28T14:39:29.050Z","1","117","1628","253"
"1582","DATO' ABD MANAF","","1","L","06836","dun","null","MNG","2018-04-28T13:19:33.397Z","3","6312","1624","302"
"1558","DR. AISAT ELLIK BIN IGAU @ OSWALD IGGAU","AHLI POLITIK","83","L","18033","dun","null","HD","2018-04-28T14:59:41.403Z","6","290","165","190"
"1637","AHMAD SAIDI BIN MOHAMAD DAUD","","1","L","05914","dun","null","MNG","2018-04-28T13:29:17.180Z","4","8818","1922","250"
"219","HJ AZAMI ","PENILAI SWASTA","2","L","02624","dun","null","MNG","2018-04-28T11:53:03.140Z","2","7025","1864","205"
"1251","KHALID ABD SAMAD","","37","L","10800","parlimen","null","MNG","2018-04-28T12:24:20.697Z","3","55949","33849","664"
"1088","TO' PUAN HJH ZAITUN BINTI MAT AMIN","TIADA","1","P","03718","dun","null","KLH","2018-04-28T12:39:24.807Z","3","7184","4488","198"
"141","DR. S. SUBRAMANIAM","","1","L","14000","parlimen","null","KLH","2018-04-28T11:43:51.413Z","2","18584","5476","726"
"340","CIKGU DIN","PESARA","37","L","02933","dun","null","HD","2018-04-28T12:52:16.247Z","2","1328","2119","226"
"905","JAMALUS BIN MANSOR","KERJA SENDIRI","2","L","12601","dun","null","HD","2018-04-28T11:41:12.550Z","2","975","1155","166"
"1647","ABD AZIZ BIN MAT KIRAM","","1","L","08006","dun","null","MNG","2018-04-28T12:40:46.143Z","2","6922","4320","347"
"505","DAVID DASS ASEERPATHAM","INVENTOR","89","L","13000","parlimen","null","HD","2018-04-28T11:37:43.573Z","3","302","46867","303"
"1663","CHANG KOK AUN","","1","L","06529","dun","null","KLH","2018-04-28T12:35:03.657Z","1","2922","9495","182"
"1645","INTAN NORHANI BINTI MOHAMAD BASIR","","2","P","06734","dun","null","KLH","2018-04-28T12:42:44.640Z","3","2743","464","253"
"1153","DR.  MOHAMAD RAFIE BIN AB MALEK","TIADA","37","L","12814","dun","null","MNG","2018-04-28T12:48:34.837Z","3","6801","1360","166"
"1533","DR BAHAROM MOHAMAD","","2","L","16400","parlimen","null","HD","2018-04-28T12:42:05.170Z","3","4295","833","738"
"1596","LIEW CHIN TONG","","37","L","14800","parlimen","null","KLH","2018-04-28T13:06:35.497Z","3","16773","303","556"
"1439","MOHAMAD FUAT","TIADA","2","L","00209","dun","null","KLH","2018-04-28T13:47:53.000Z","3","1066","1254","144"
"1638","HJ. AWANG SOLAHUDIN","TIADA","2","L","01100","parlimen","null","MNG","2018-04-28T11:36:13.020Z","2","26536","5808","952"
"1210","AMINUDDIN HARUN","TIADA","37","L","12813","dun","null","MNG","2018-04-28T14:10:31.600Z","2","9832","3413","136"
"1325","ABD. ALIM SHAPIE","TIADA","2","L","13900","parlimen","null","KLH","2018-04-28T12:48:35.580Z","2","8860","219","912"
"1634","LEE AH WONG","","1","L","07904","dun","null","MNG","2018-04-28T13:03:30.647Z","2","3475","202","232"
"1640","AMIR LONG","PENIAGA ","37","L","03408","dun","null","HD","2018-04-28T11:37:47.840Z","2","800","299","237"
"1674","SAARANI MOHAMAD","","1","L","05504","dun","null","MNG","2018-04-28T12:54:20.847Z","2","5183","2302","150"
"822","DATUK DANIEL KINSIK","PENIAGA","1","L","18000","parlimen","null","KLH","2018-04-28T15:01:08.360Z","3","12742","45","522"
"1058","AZAM KARAP","TIADA ","37","L","00209","dun","null","MNG","2018-04-28T13:47:53.000Z","2","4253","1254","144"
"336","KAPTEN WAN MARZUDI","TIADA","37","L","02831","dun","null","HD","2018-04-28T11:30:33.060Z","2","950","632","260"
"1668","SU KEONG SIONG","","37","L","07000","parlimen","null","MNG","2018-04-28T12:53:35.707Z","3","30216","11801","858"
"509","STEVEN CHOONG ","","37","L","15800","parlimen","null","MNG","2018-04-28T11:50:21.613Z","1","64535","37225","274"
"1608","ABU BAKAR BIN LEBAI SUDIN","","37","L","08520","dun","null","KLH","2018-04-28T12:16:34.497Z","3","2101","2334","309"
"296","USTAZ HIM","TIADA","37","L","02624","dun","null","HD","2018-04-28T11:53:03.140Z","1","1246","1864","205"
"1545","DAPHNE","","41","P","04719","dun","null","HD","2018-04-28T12:36:50.270Z","3","73","13371","377"
"1648","FADILLAH HJ YUSOF","MENTERI KERJA RAYA","1","L","19400","parlimen","null","MNG","2018-04-28T11:38:37.310Z","1","28306","15017","354"
"1605","TEH SWEE LEONG","","37","L","00913","dun","null","MNG","2018-04-28T11:51:10.513Z","3","11737","8468","229"
"506","USTAZ KHAIRIL ANUAR WAFA","BEKERJA SENDIRI ","2","L","13000","parlimen","null","HD","2018-04-28T11:37:43.573Z","1","8260","46867","303"
"1318","LIM KOK KIAN","AHLI PERNIAGAAN","1","L","12811","dun","null","HD","2018-04-28T12:48:25.583Z","1","1865","11782","152"
"380","ANUAR HUSIN (JASA)","TIADA","1","L","02213","dun","null","KLH","2018-04-28T12:38:28.360Z","4","4218","6100","318"
"1649","ANAI ZULAI ","TIADA","2","L","21800","parlimen","null","HD","2018-04-28T11:41:42.840Z","2","1617","3676","284"
"516","NATRAH ISMAIL","","37","P","14100","parlimen","null","MNG","2018-04-28T12:23:18.177Z","2","19559","1281","558"
"1617","SIVASUBRAMANIAM","","37","L","06530","dun","null","MNG","2018-04-28T12:34:58.910Z","2","18005","15323","371"
"284","DATUK HJ. SAMSOLBARI ","","1","L","14820","dun","null","MNG","2018-04-28T14:18:26.097Z","1","10751","5842","242"
"1107","ROSLEE DAUD","AHLI MAJLIS MESYUARAT KERAJAAN NEGERI TERENGGANU","1","L","03925","dun","null","MNG","2018-04-28T12:10:17.727Z","2","5770","46","189"
"1595","TANG AH BA","","9","L","04514","dun","null","HD","2018-04-28T12:32:38.763Z","2","53","16747","376"
"1519","ZAMZURI ARIFIN","TIADA","37","L","13510","dun","null","KLH","2018-04-28T12:49:12.603Z","2","5667","275","218"
"1415","SIOW KOI VOON","PEGUAM","1","L","12812","dun","null","KLH","2018-04-28T12:48:30.403Z","2","2831","3063","120"
"1569","JAMALUDIN BIN LAMBA","TIADA","82","L","18441","dun","null","HD","2018-04-28T13:00:28.303Z","3","63","598","229"
"1677","USTAZ ABU BAKAR HAJI HUSSIAN","","2","L","05708","dun","null","KLH","2018-04-28T12:33:40.683Z","2","6993","140","265"
"1610","TAN KEE CHYE","PENIAGA","9","L","01528","dun","null","HD","2018-04-28T11:58:24.720Z","3","58","10833","391"
"167","USTAZ AZHAR","TIADA","2","L","02933","dun","null","MNG","2018-04-28T12:52:16.247Z","1","9140","2119","226"
"444","MUSTAFA","","2","L","13100","parlimen","null","HD","2018-04-28T11:31:23.620Z","1","6028","4364","1053"
"353","DATO' NG CHOK SIN","","1","L","11356","dun","null","KLH","2018-04-28T13:14:07.350Z","1","6898","6586","296"
"448","KHAIRY JAMALUDDIN","","1","L","13100","parlimen","null","MNG","2018-04-28T11:31:23.620Z","2","36096","4364","1053"
"1661","DATO' ROSDI","AHLI PERNIAGAAN","37","L","01901","dun","null","HD","2018-04-28T12:37:46.100Z","3","1583","1579","361"
"1592","CIKGU BEDU RAHIM","","2","L","08008","dun","null","KLH","2018-04-28T12:40:52.010Z","1","2462","3832","210"
"469","LT KOL ROSELI BIN ABDUL GANI (B)","","37","L","13100","parlimen","null","KLH","2018-04-28T11:31:23.620Z","3","31732","4364","1053"
"1601","USTAZ MOHD REJAB MD AKHIR","TIADA","2","L","00503","dun","null","KLH","2018-04-28T11:56:01.827Z","1","5798","1467","319"
"1483","NG CHIN TSAI","TIADA","37","L","12812","dun","null","MNG","2018-04-28T12:48:30.403Z","1","5894","3063","120"
"1469","TAN ENG HWA","PEGUAM","1","L","00913","dun","null","KLH","2018-04-28T11:51:10.513Z","2","3269","8468","229"
"1556","AHMAD ROSDI BIN BAHARI","","2","L","14700","parlimen","null","KLH","2018-04-28T11:44:00.130Z","3","7148","6341","832"
"546","NOR ASHIDAH BINTI IBRAHIM ","","37","P","15637","dun","null","KLH","2018-04-28T12:33:53.720Z","2","6725","5807","336"
"1673","CIKGU RAZIF","MENTERI BESAR TERENGGANU","1","L","03511","dun","null","MNG","2018-04-28T11:29:33.337Z","1","9340","1884","148"
"83","DATUK ROSNI BINTI SOHAR","TIADA","1","P","09405","dun","null","MNG","2018-04-28T12:33:05.977Z","3","8164","20","323"
"451","HAJI TAUFEK","","37","L","13125","dun","null","MNG","2018-04-28T11:31:33.730Z","3","16038","4841","273"
"452","MASITA BINTI MOHAMED ALI","","2","P","13125","dun","null","HD","2018-04-28T11:31:33.730Z","1","3499","4841","273"
"1537","CIKGU MAZLINA CHE YOB","PESARA","37","P","00105","dun","null","KLH","2018-04-28T13:56:50.163Z","1","2122","949","102"
"1642","KOAY XING BOON","","97","L","04719","dun","null","HD","2018-04-28T12:36:50.270Z","6","165","13371","377"
"1600","HAJI ZULKIFLI MOHAMED","PENIAGA","37","L","08212","dun","null","KLH","2018-04-28T12:21:43.263Z","3","10934","1305","331"
"1549","YAU CON SENG","PESARA","2","L","12812","dun","null","HD","2018-04-28T12:48:30.403Z","3","369","3063","120"
"1563","ALIAS ABD RAHMAN","","37","L","07903","dun","null","HD","2018-04-28T13:03:28.070Z","1","1303","1244","173"
"1703","DATO' HJ. MOHD ZOLKAFLY HJ. HARUN","","1","L","06221","dun","null","MNG","2018-04-28T12:40:18.107Z","3","10605","4582","383"
"456","AZIZAN MARZUKI","","37","L","13126","dun","null","KLH","2018-04-28T11:31:43.003Z","3","4652","4427","213"
"1604","JAGDEEP SINGH DEO A/L KARPAL SINGH","","37","L","05029","dun","null","MNG","2018-04-28T13:19:29.613Z","1","13712","9561","216"
"26","DR. SHAHARUDDIN B. BADARUDDIN","TIADA","37","L","10532","dun","null","MNG","2018-04-28T12:35:32.703Z","4","29250","19372","411"
"142","DATUK MD OTHMAN YUSOF ""TOK MOY""","","1","L","16556","dun","null","MNG","2018-04-28T12:28:20.707Z","3","11113","862","422"
"1699","WAN SAIFUL WAN JAN","PENGARAH SYARIKAT","37","L","01100","parlimen","null","KLH","2018-04-28T11:36:13.020Z","3","14901","5808","952"
"327","AZAM ISMAIL ","AHLI PERNIAGAAN ","1","L","02624","dun","null","KLH","2018-04-28T11:53:03.140Z","3","5161","1864","205"
"457","USTAZ ROSMIN ADAM","","2","L","13126","dun","null","HD","2018-04-28T11:31:43.003Z","1","1288","4427","213"
"80","NAJWAN HALIMI","","37","L","10840","dun","null","MNG","2018-04-28T12:24:04.073Z","2","26947","17004","279"
"1629","SYAMSUL DEBAT","TIADA","1","L","12813","dun","null","KLH","2018-04-28T14:10:31.600Z","1","6419","3413","136"
"1613","MAIMIN @ JEFFRUS RIJAN","TIADA","20","L","18000","parlimen","025","HD","2018-04-28T15:01:08.360Z","2","248","45","522"
"1701","LEE CHEE LEONG","","1","L","07000","parlimen","null","KLH","2018-04-28T12:53:35.707Z","2","18415","11801","858"
"454","ZAIFULBAHRI BIN IDRIS","","1","L","13126","dun","null","MNG","2018-04-28T11:31:43.003Z","2","9079","4427","213"
"1557","DATUK DR SHAHRUDDIN SALLEH","","37","L","14900","parlimen","null","MNG","2018-04-28T12:51:57.690Z","1","21511","3288","635"
"1502","OOI KHAR GIAP","","41","L","04600","parlimen","null","HD","2018-04-28T12:46:04.260Z","1","256","33553","675"
"1386","MOHD REDZUAN YUSOF (PAK WAN )","AHLI PERNIAGAAN","37","L","13500","parlimen","null","MNG","2018-04-28T13:05:12.013Z","2","29330","6980","1007"
"508","HASIM BIN RUSDI ","","1","L","13020","dun","null","KLH","2018-04-28T11:37:53.630Z","3","5830","882","266"
"463","AWALUDIN BIN SAID","","1","L","13128","dun","null","MNG","2018-04-28T11:31:49.070Z","2","6356","2969","169"
"855","WAN KHARIZAL","TIADA","37","L","00102","dun","null","KLH","2018-04-28T12:57:11.907Z","1","2463","416","128"
"431","MOHD GHAZALI BIN ABD WAHID","","1","L","13125","dun","null","KLH","2018-04-28T11:31:33.730Z","2","11197","4841","273"
"464","SAHRIZAL MASRUDIN","","37","L","13128","dun","null","KLH","2018-04-28T11:31:49.070Z","3","3387","2969","169"
"1723","AHMAD AZHAR HAJI SHARIN","","2","L","05700","parlimen","null","KLH","2018-04-28T12:33:48.803Z","3","12312","3098","536"
"1567","PHOONG JIN ZHE ","AHLI POLITIK","3","L","17216","dun","null","MNG","2018-04-28T14:39:49.093Z","2","14237","12408","112"
"213","USTAZ WAN ","AHLI PERNIAGAAN ","2","L","02600","parlimen","null","KLH","2018-04-28T11:29:39.250Z","1","20841","4626","781"
"326","LAWYER HISHAM","PEGUAM","37","L","02726","dun","null","HD","2018-04-28T11:53:13.170Z","3","2963","4291","487"
"467","HAJI ISHAK BIN OMAR","","2","L","13128","dun","null","HD","2018-04-28T11:31:49.070Z","1","1333","2969","169"
"1708","ZULKIPLI RAMZI","KERJA SENDIRI","2","L","19700","parlimen","null","HD","2018-04-28T11:07:05.153Z","3","2719","16992","431"
"1102","DATUK ABD MIJUL BIN UNAINI","AHLI PERNIAGAAN","1","L","16701","dun","null","KLH","2018-04-28T14:39:13.497Z","2","3234","379","279"
"250","DATUK JAZLAN","TIMBALAN MENTERI","1","L","02900","parlimen","null","MNG","2018-04-28T11:52:24.833Z","3","26076","2824","801"
"1100","YUSOF BIN AWANG HITAM ( POK USOP )","TIADA","1","L","03822","dun","null","KLH","2018-04-28T12:27:45.027Z","3","5872","2844","124"
"259","TAN SRI SHAHRIR ABDUL SAMAD","","1","L","16000","parlimen","null","KLH","2018-04-28T12:31:05.440Z","1","30270","19782","1056"
"1628","FATIMAH LAILATI OMAR","TIADA","37","P","03512","dun","null","HD","2018-04-28T11:29:37.530Z","2","721","2344","198"
"1093","SAMSIAH BINTI ARSHAD","PENGARAH SYARIKAT","1","P","09140","dun","null","MNG","2018-04-28T12:38:13.707Z","1","9448","2478","310"
"64","LEONG KOK WEE","PENIAGA","1","L","10000","parlimen","null","KLH","2018-04-28T13:16:24.890Z","3","12190","52543","517"
"1683","MOHD SHAHAR BIN ABDULLAH","USAHAWAN","1","L","08400","parlimen","null","MNG","2018-04-28T12:25:25.257Z","2","19033","5742","671"
"1718","DR SALMEE SAID","","37","P","00503","dun","null","MNG","2018-04-28T11:56:01.827Z","3","7265","1467","319"
"1524","ABDUL MALIK BIN SAAD","PESARA","1","L","00914","dun","null","KLH","2018-04-28T11:51:18.567Z","2","6434","1876","357"
"1676","TAN SIM BEE","","97","P","05030","dun","null","HD","2018-04-28T13:20:19.280Z","4","79","10388","291"
"1710","HASBI BIN HABIBOLLAH","TIADA","1","L","22100","parlimen","null","MNG","2018-04-28T11:49:08.563Z","2","12589","7710","201"
"1687","TENGKU ZULPURI SHAH","","37","L","08000","parlimen","null","MNG","2018-04-28T12:40:39.970Z","1","20659","3159","766"
"202","CIKGU NAN","","2","L","01902","dun","null","MNG","2018-04-28T12:37:49.670Z","3","12422","4929","349"
"1706","SENIOR ANAK WILLIAM RADE","TIADA","20","L","19900","parlimen","019","HD","2018-04-28T11:43:56.577Z","3","2234","9905","385"
"1577","AZIZ AHMAD","PESARA","20","L","03140","dun","027","HD","2018-04-28T12:50:24.153Z","3","123","2279","190"
"1476","NURIN AINA","KERJA SENDIRI","37","P","01400","parlimen","null","MNG","2018-04-28T11:48:10.433Z","1","30902","10072","1108"
"1741","ZAINURIZZAMAN BIN MOHARAM","AKTIVIS SOSIAL","79","L","10700","parlimen","null","HD","2018-04-28T12:31:34.777Z","4","642","26634","686"
"1665","HAJI KARMAINE BIN SARDINI","","37","L","16400","parlimen","null","KLH","2018-04-28T12:42:05.170Z","1","20299","833","738"
"1737","HATIM BIN MUSA","","37","L","07553","dun","null","KLH","2018-04-28T12:18:41.347Z","2","3460","3069","281"
"1717","ZAMRI BIN CHE ROS","","1","L","04206","dun","null","KLH","2018-04-28T12:31:14.360Z","4","4869","2203","219"
"82","RODZIAH ISMAIL","AHLI POLITIK","37","P","10841","dun","null","MNG","2018-04-28T12:24:13.320Z","1","27638","15616","379"
"1149","RAZALI BIN KASSIM","JURUTERA","1","L","09141","dun","null","MNG","2018-04-28T12:38:18.700Z","3","9081","4840","338"
"48","ARIFFIN BIN MAHAIYUDDIN ","TIADA","2","L","10533","dun","null","KLH","2018-04-28T12:35:40.917Z","1","5090","10940","390"
"1740","DR KUMAR","","79","L","06200","parlimen","null","HD","2018-04-28T12:40:24.940Z","4","1505","5607","814"
"1296","DATUK SERI IR. IDRIS HARON","KETUA MENTERI","1","L","13611","dun","null","MNG","2018-04-28T11:48:36.910Z","1","10073","2229","667"
"1729","HJ MOHAMAD NAZEER HAMEED","","2","L","06800","parlimen","null","HD","2018-04-28T13:23:54.220Z","3","5759","27954","1009"
"510","DAVID DASS ASEERPATHAM","INVENTOR","89","L","13020","dun","null","HD","2018-04-28T11:37:53.630Z","4","46","882","266"
"1335","DATO' SAID ALI BIN SYED RASTAN","TIADA","1","L","00800","parlimen","null","KLH","2018-04-28T12:22:47.420Z","2","18390","5558","869"
"238","DATUK SERI RAZALI BIN IBRAHIM","","1","L","14600","parlimen","null","KLH","2018-04-28T13:35:31.603Z","3","15388","6953","636"
"1177","HAMRAN BIN ABU HASAN","PESARA TENTERA","2","L","12602","dun","null","HD","2018-04-28T11:43:01.813Z","3","578","415","176"
"1753","KHAIRUL FAIZI BIN AHMAD KAMIL","","2","L","14002","dun","null","HD","2018-04-28T12:21:17.163Z","3","1986","7001","557"
"1671","SABARUDDIN MOHD YASSIM","","37","L","07905","dun","null","KLH","2018-04-28T13:03:32.793Z","1","2921","340","105"
"610","MUSA HAJI AMAN","KETUA MENTERI SABAH","1","L","18442","dun","null","MNG","2018-04-28T12:59:57.777Z","1","14503","2184","525"
"1614","HARI DEVYNDRAN A/L MUNISWARAN","","97","L","04308","dun","null","HD","2018-04-28T12:42:31.397Z","3","106","15236","185"
"445","MEJAR ABDUL HALIM BIN ABU BAKAR (BERSARA)","SENDIRI","2","L","13300","parlimen","null","HD","2018-04-28T12:11:52.490Z","3","4598","1002","850"
"1656","CIKGU SHUKRI","PESARA","2","L","00315","dun","null","MNG","2018-04-28T13:21:40.257Z","2","2971","42","116"
"1546","LT. KOL (B) USTAZ HAJI ABU BAKAR BIN ABDULLAH","TIADA","37","L","03511","dun","null","HD","2018-04-28T11:29:33.337Z","3","939","1884","148"
"983","NAHARUDIN BIN ABDUL RASHID","-","2","L","09406","dun","null","KLH","2018-04-28T12:33:13.590Z","3","3306","7134","310"
"1165","DATO' HAJI NIK DIR BIN NIK WAN KU","TIADA","1","L","03719","dun","null","KLH","2018-04-28T12:39:28.183Z","2","7823","6028","249"
"1428","TAN HOCK HUAT","AHLI PERNIAGAAN","20","L","01528","dun","025","HD","2018-04-28T11:58:24.720Z","4","29","10833","391"
"512","USTAZ KHAIRIL ANUAR WAFA","BEKERJA SENDIRI ","2","L","13020","dun","null","KLH","2018-04-28T11:37:53.630Z","1","2093","882","266"
"300","USTAZ MAT DAHAN","-","37","L","03141","dun","null","HD","2018-04-28T12:52:09.697Z","4","503","3735","267"
"1711","ANYI NGAU","TIADA","1","L","22000","parlimen","null","MNG","2018-04-28T11:31:45.497Z","1","12171","1990","399"
"1747","OTHMAN BIN ABDUL","TIADA","1","L","01100","parlimen","null","KLH","2018-04-28T11:36:13.020Z","1","20728","5808","952"
"282","CIKGU DAYANG SANIAH","PESARA KERAJAAN","1","P","02726","dun","null","KLH","2018-04-28T11:53:13.170Z","1","10215","4291","487"
"1751","MURAD ABDULLAH","","37","L","06836","dun","null","KLH","2018-04-28T13:19:33.397Z","2","4688","1624","302"
"1689","QUEK TAI SEONG","PENGURUS SYARIKAT","1","L","08213","dun","null","KLH","2018-04-28T12:22:14.520Z","3","7323","5511","307"
"1436","IR. RIDHUAN DION BAKAR ","-","37","L","13404","dun","null","KLH","2018-04-28T12:48:56.350Z","1","3389","627","83"
"1529","HJ JUBRI","","2","L","15100","parlimen","null","HD","2018-04-28T12:22:23.653Z","1","2983","3475","779"
"134","DATUK SERI HAJI AHMAD HAJI MASLAN","","1","L","16400","parlimen","null","MNG","2018-04-28T12:42:05.170Z","2","21132","833","738"
"1621","SALLEHUDIN BIN AB. RASID","USAHAWAN","2","L","14718","dun","null","KLH","2018-04-28T12:18:10.720Z","3","3238","6040","363"
"1534","CIKGU WAN HASSAN","TIADA","2","L","00208","dun","null","KLH","2018-04-28T12:59:22.640Z","2","1835","3177","114"
"1618","MOHD RASHID","","37","L","15000","parlimen","null","MNG","2018-04-28T12:55:24.110Z","2","45929","17894","1097"
"458","TOK MAT","","1","L","13127","dun","null","MTB","2018-04-28T11:31:46.380Z","1","0","0","0"
"17","USTAZ SUKRI OMAR","BEKERJA SENDIRI","2","L","10000","parlimen","null","HD","2018-04-28T13:16:24.890Z","1","8336","52543","517"
"1694","DATO BADARUDIN ABD RAHAMAN","","37","L","07900","parlimen","null","KLH","2018-04-28T13:03:20.777Z","1","7426","6569","462"
"515","ISMAIL BIN AHMAD","","37","L","13020","dun","null","MNG","2018-04-28T11:37:53.630Z","2","6712","882","266"
"1624","DATO' HJ PHAHROLRAZI ZAWAWI","","37","L","00914","dun","null","MNG","2018-04-28T11:51:18.567Z","3","8840","1876","357"
"778","USTAZ NIZAR","","1","L","06900","parlimen","null","MNG","2018-04-28T12:44:28.460Z","2","14035","6320","425"
"986","RAMLI BIN AWANG AHMAT","TIADA","2","L","09141","dun","null","KLH","2018-04-28T12:38:18.700Z","1","4241","4840","338"
"1475","M. SURESH","","1","L","04616","dun","null","KLH","2018-04-28T12:53:17.927Z","2","2194","9049","168"
"395","ABDUL RAZAK ISMAIL","","79","L","11150","dun","null","HD","2018-04-28T13:01:14.797Z","1","226","21639","247"
"1743","DR USTAZ RIDUAN MOHAMAD NOR","BERNIAGA","2","L","03300","parlimen","null","KLH","2018-04-28T11:40:49.883Z","3","29736","4599","903"
"553","CIKGU AMINOLHUDA","","37","L","14921","dun","null","MNG","2018-04-28T12:54:37.910Z","3","12309","4834","237"
"1598","YEO BEE YIN ","","37","P","14500","parlimen","null","MNG","2018-04-28T14:38:27.237Z","2","38718","23211","631"
"1189","MOHD NOR BIN OTHMAN","PESARA","37","L","03823","dun","null","HD","2018-04-28T12:27:49.327Z","1","969","1070","199"
"1735","LEE CHEAN CHUNG","","37","L","08213","dun","null","MNG","2018-04-28T12:22:14.520Z","1","14991","5511","307"
"1786","MISRAN BIN SAMIAN","","2","L","15023","dun","null","HD","2018-04-28T13:08:28.743Z","3","5185","17205","420"
"1784","WONG MAY ING","","37","P","06837","dun","null","MNG","2018-04-28T13:19:24.500Z","2","18608","13316","498"
"1719","USTAZ ZURIDAN M. DAUD","","2","L","08110","dun","null","MNG","2018-04-28T12:41:08.230Z","2","8444","1456","402"
"1261","JEANNOTH SINEL","TIADA","1","L","19800","parlimen","null","KLH","2018-04-28T11:53:29.827Z","2","14860","4005","514"
"1548","NORLAJI BIN AMIR HASSAN","","93","L","16701","dun","null","HD","2018-04-28T14:39:13.497Z","5","367","379","279"
"1497","MOHD TAUFIK BIN HJ YAACOB","TIADA","37","L","01600","parlimen","null","KLH","2018-04-28T12:22:25.863Z","2","14472","1074","1388"
"1625","ABDUL GHAFAR BIN ATAN","EXCO KERAJAAN NEGERI MELAKA","1","L","13510","dun","null","MNG","2018-04-28T12:49:12.603Z","1","5942","275","218"
"208","CIKGU AZZIZ","TIADA","2","L","02522","dun","null","MNG","2018-04-28T12:50:16.697Z","2","12463","2495","419"
"1012","USTAZ MOHD ZAHID","","2","L","06939","dun","null","KLH","2018-04-28T12:44:23.797Z","2","3150","2729","187"
"1507","GUE TECK","AHLI POLITIK","37","L","13614","dun","null","MNG","2018-04-28T11:48:49.693Z","2","7648","789","233"
"1720","KHUZZAN ABU BAKAR","","37","L","14717","dun","null","MNG","2018-04-28T12:10:42.833Z","3","12619","98","405"
"1782","DATO' SERI MAHDZIR KHALID","MENTERI PENDIDIKAN MALAYSIA","1","L","00700","parlimen","null","MNG","2018-04-28T11:52:01.640Z","3","16384","1099","854"
"1679","HAMIZAN BIN HASSAN","-","1","L","00210","dun","null","MNG","2018-04-28T12:44:32.167Z","1","3275","435","163"
"1660","IDRIS JUSOH","MENTERI PENDIDIKAN TINGGI MALAYSIA","1","L","03300","parlimen","null","MNG","2018-04-28T11:40:49.883Z","2","34335","4599","903"
"1587","DAUD BIN JALALUDDIN","PENIAGA","2","L","19056","dun","null","HD","2018-04-28T14:22:09.540Z","3","487","1787","290"
"1594","DATO' DR MAHFODZ BIN MOHAMED","","2","L","15000","parlimen","null","HD","2018-04-28T12:55:24.110Z","1","8173","17894","1097"
"435","DATO' MANICKAM LETCHUMAN","","1","L","12707","dun","null","MNG","2018-04-28T12:24:24.600Z","1","3702","1062","391"
"1785","KHAIRUL FAIZI BIN AHMAD KAMIL","TIADA","2","L","14000","parlimen","null","HD","2018-04-28T11:43:51.413Z","1","2676","5476","726"
"1767","DATO' DR. MUHAMMAD AMIN B. ZAKARIA","","1","L","05607","dun","null","MNG","2018-04-28T13:41:02.317Z","4","6168","2308","269"
"1796","CHANG GWO CHYANG","","1","L","07041","dun","null","KLH","2018-04-28T12:53:22.127Z","1","5189","6082","319"
"1037","HAJI YAHANIS YAHYA","","37","L","06939","dun","null","KLH","2018-04-28T12:44:23.797Z","3","2871","2729","187"
"1658","MOHD AIZAD BIN ROSLAN","PENOLONG EKSEKUTIF","37","L","00809","dun","null","KLH","2018-04-28T12:22:47.677Z","1","6337","1285","446"
"1678","HJH AZLINDA LATIF","","37","P","15600","parlimen","null","KLH","2018-04-28T11:59:24.453Z","1","11786","14621","802"
"1344","IRWANSHAH BIN MUSTAPA","TIADA","91","L","18400","parlimen","null","KLH","2018-04-28T12:11:41.620Z","3","17121","678","948"
"1083","ABD KARIM SHAHIMI BIN ABD RAZAK","KERJA SENDIRI","2","L","12603","dun","null","HD","2018-04-28T11:52:40.973Z","1","1269","4399","236"
"270","DATO' SRI HJ IKMAL HISHAM BIN ABDUL AZIZ","TIADA","1","L","02700","parlimen","null","MNG","2018-04-28T11:52:28.363Z","1","28152","2929","986"
"1801","DR JURIJ BIN JALALUDIN","","1","L","06120","dun","null","MNG","2018-04-28T12:57:47.400Z","2","4908","409","181"
"517","MAK KAH KEONG ","","1","L","13021","dun","null","KLH","2018-04-28T11:38:04.687Z","1","3744","14924","196"
"417","DATO' HJ SHAMSHULKAHAR BIN HJ MOHD DELI","","1","L","12705","dun","null","MNG","2018-04-28T12:23:25.347Z","2","9782","3768","324"
"1185","DATO' DR. ISMAIL SALLEH","TIADA","37","L","01017","dun","null","MNG","2018-04-28T11:36:58.027Z","3","11578","2490","324"
"1712","SALAHUDDIN AYUB ","","37","L","14513","dun","null","MNG","2018-04-28T14:44:35.307Z","3","14640","7687","235"
"137","DATUK TEE SIEW KIONG","","1","L","16454","dun","null","KLH","2018-04-28T12:42:20.607Z","1","11112","3395","376"
